Search keyword
"October 22, 2025 - April 23, 2026"
Search keyword,Search keyword status,Search keyword status reasons,Search keyword match type,Campaign,Ad group,Currency code,Keyword max CPC,Day,Clicks,Impr.,CTR,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate
ny pllc,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-12-30,1,28,3.57%,10.75,10.75,19.05%,66.67%,1.00,0,10.75,100.00%
ny pllc,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-01,1,6,16.67%,6.31,6.31,0.00%,50.00%,0.00,0,0,0.00%
ny pllc,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-02,1,20,5.00%,6.38,6.38,20.00%,80.00%,0.00,0,0,0.00%
ny pllc,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-03,1,9,11.11%,1.07,1.07,16.67%,50.00%,0.00,0,0,0.00%
ny pllc,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-09,1,25,4.00%,1.62,1.62,44.44%,72.22%,0.00,0,0,0.00%
forming a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-20,1,1,100.00%,19.78,19.78,0.00%,100.00%,0.00,0,0,0.00%
forming a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-22,1,1,100.00%,10.95,10.95,0.00%,100.00%,0.00,0,0,0.00%
forming a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-27,1,4,25.00%,13.07,13.07,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-12,1,2,50.00%,7.33,7.33,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-13,1,3,33.33%,7.67,7.67,50.00%,50.00%,1.00,0,7.67,100.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-14,1,4,25.00%,6.42,6.42,33.33%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-15,1,20,5.00%,5.93,5.93,35.71%,78.57%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-16,1,7,14.29%,5.23,5.23,40.00%,40.00%,1.00,0,5.23,100.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-19,1,4,25.00%,2.92,2.92,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-21,1,5,20.00%,5.03,5.03,33.33%,66.67%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-24,1,2,50.00%,22.32,22.32,0.00%,100.00%,1.00,0,22.32,100.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-29,1,6,16.67%,5.03,5.03,66.67%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-06,1,1,100.00%,11.62,11.62,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-07,1,2,50.00%,9.93,9.93,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-17,1,6,16.67%,8.79,8.79,0.00%,50.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-20,1,1,100.00%,17.78,17.78,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-21,1,1,100.00%,6.54,6.54,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-25,1,2,50.00%,1.68,1.68,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-04,1,8,12.50%,2.49,2.49,0.00%,85.71%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-05,1,24,4.17%,7.30,7.30,22.22%,72.22%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-08,1,17,5.88%,12.68,12.68,20.00%,90.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-12,1,11,9.09%,11.66,11.66,22.22%,77.78%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-13,1,2,50.00%,7.65,7.65,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-16,1,3,33.33%,12.31,12.31,50.00%,100.00%,0.50,0,24.62,50.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-17,1,8,12.50%,19.31,19.31,60.00%,100.00%,0.50,0,38.62,50.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-19,1,1,100.00%,18.21,18.21,100.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-26,1,2,50.00%,29.59,29.59,100.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-02,1,2,50.00%,2.96,2.96,100.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-06,1,5,20.00%,21.28,21.28,33.33%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-10,1,5,20.00%,1.74,1.74,66.67%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-16,1,1,100.00%,10.21,10.21,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-19,1,2,50.00%,44.94,44.94,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-21,1,12,8.33%,3.30,3.30,66.67%,100.00%,0.00,0,0,0.00%
professional corporation new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-02,1,5,20.00%,13.35,13.35,50.00%,50.00%,0.00,0,0,0.00%
professional corporation new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-03,1,2,50.00%,14.33,14.33,0.00%,100.00%,0.00,0,0,0.00%
professional corporation new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-16,1,5,20.00%,7.57,7.57,0.00%,100.00%,0.00,0,0,0.00%
professional corporation new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-17,1,1,100.00%,2.11,2.11,0.00%,0.00%,0.00,0,0,0.00%
professional corporation new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-18,1,3,33.33%,1.18,1.18,50.00%,100.00%,0.00,0,0,0.00%
professional corporation new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-25,1,3,33.33%,5.08,5.08,0.00%,50.00%,0.00,0,0,0.00%
nys pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-17,1,4,25.00%,2.96,2.96,0.00%,100.00%,0.00,0,0,0.00%
nys pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-26,1,2,50.00%,6.80,6.80,100.00%,100.00%,0.00,0,0,0.00%
pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-21,1,2,50.00%,2.88,2.88,0.00%,100.00%,0.50,0,5.76,50.00%
pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-13,1,4,25.00%,6.24,6.24,33.33%,66.67%,0.00,0,0,0.00%
pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-16,1,4,25.00%,13.05,13.05,0.00%,100.00%,0.00,0,0,0.00%
pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-19,1,1,100.00%,5.18,5.18,0.00%,100.00%,0.00,0,0,0.00%
pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-27,1,1,100.00%,10.71,10.71,100.00%,100.00%,0.00,0,0,0.00%
pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-01,1,3,33.33%,2.24,2.24,0.00%,100.00%,0.00,0,0,0.00%
pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-04,1,5,20.00%,8.64,8.64,0.00%,100.00%,0.00,0,0,0.00%
pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-07,1,5,20.00%,9.44,9.44,25.00%,100.00%,0.00,0,0,0.00%
pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-09,1,2,50.00%,4.13,4.13,0.00%,100.00%,0.00,0,0,0.00%
pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-25,1,2,50.00%,10.10,10.10,0.00%,100.00%,0.00,0,0,0.00%
pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-23,1,2,50.00%,15.72,15.72,100.00%,100.00%,1.00,0,15.72,100.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-10-23,1,1,100.00%,4.18,4.18,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-11-19,1,2,50.00%,18.94,18.94,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-11-24,1,4,25.00%,19.16,19.16,33.33%,100.00%,0.00,0,0,0.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-11-28,1,2,50.00%,6.89,6.89,50.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-11-29,1,6,16.67%,4.31,4.31,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-12-01,1,4,25.00%,9.53,9.53,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-12-09,1,1,100.00%,14.49,14.49,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-12-13,1,1,100.00%,10.40,10.40,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-12-14,1,2,50.00%,10.27,10.27,0.00%,100.00%,1.00,0,10.27,100.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-12-30,1,13,7.69%,6.69,6.69,62.50%,75.00%,0.00,0,0,0.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-12-31,1,5,20.00%,12.28,12.28,0.00%,66.67%,0.00,0,0,0.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-03,1,1,100.00%,2.75,2.75,0.00%,100.00%,0.00,0,0,0.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-05,1,14,7.14%,4.86,4.86,27.27%,72.73%,0.00,0,0,0.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-07,1,6,16.67%,10.17,10.17,33.33%,100.00%,0.00,0,0,0.00%
ny pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-08,1,3,33.33%,6.10,6.10,0.00%,33.33%,0.00,0,0,0.00%
new york pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-14,1,7,14.29%,5.28,5.28,25.00%,100.00%,0.00,0,0,0.00%
new york pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-16,1,4,25.00%,3.08,3.08,0.00%,100.00%,0.00,0,0,0.00%
new york pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-03,1,6,16.67%,26.96,26.96,25.00%,100.00%,0.00,0,0,0.00%
new york pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-06,1,2,50.00%,9.84,9.84,0.00%,100.00%,0.00,0,0,0.00%
new york pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-19,1,1,100.00%,7.53,7.53,0.00%,100.00%,0.00,0,0,0.00%
new york pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-25,1,5,20.00%,10.98,10.98,40.00%,100.00%,0.00,0,0,0.00%
new york pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-28,1,2,50.00%,3.37,3.37,0.00%,100.00%,0.00,0,0,0.00%
new york pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-13,1,2,50.00%,5.60,5.60,0.00%,100.00%,0.00,0,0,0.00%
new york pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-14,1,3,33.33%,2.82,2.82,50.00%,100.00%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-15,1,11,9.09%,3.51,3.51,44.44%,77.78%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-19,1,5,20.00%,4.09,4.09,0.00%,100.00%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-20,1,5,20.00%,6.22,6.22,25.00%,100.00%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-27,1,12,8.33%,9.96,9.96,12.50%,100.00%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-30,1,6,16.67%,22.43,22.43,20.00%,100.00%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-04,1,9,11.11%,2.26,2.26,14.29%,100.00%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-08,1,4,25.00%,4.01,4.01,0.00%,100.00%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-09,1,6,16.67%,6.78,6.78,0.00%,80.00%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-10,1,5,20.00%,2.56,2.56,40.00%,100.00%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-11,1,3,33.33%,2.00,2.00,0.00%,66.67%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-21,1,2,50.00%,6.73,6.73,0.00%,100.00%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-27,1,1,100.00%,8.26,8.26,100.00%,100.00%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-08,1,5,20.00%,9.82,9.82,0.00%,50.00%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-09,1,5,20.00%,0.98,0.98,0.00%,75.00%,0.00,0,0,0.00%
nys pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-08,1,3,33.33%,5.13,5.13,0.00%,50.00%,0.00,0,0,0.00%
nys pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-09,1,6,16.67%,2.30,2.30,16.67%,50.00%,0.00,0,0,0.00%
nys pllc formation,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-12,1,12,8.33%,0.54,0.54,44.44%,55.56%,0.00,0,0,0.00%
pllc nyc,Removed,removed,Exact match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-11,1,2,50.00%,1.90,1.90,0.00%,100.00%,0.00,0,0,0.00%
pllc online,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-23,1,1,100.00%,16.75,16.75,0.00%,100.00%,0.00,0,0,0.00%
pllc online,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-27,1,2,50.00%,4.53,4.53,0.00%,100.00%,0.00,0,0,0.00%
pllc online,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-18,1,2,50.00%,1.92,1.92,0.00%,100.00%,0.00,0,0,0.00%
pllc online,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-02,1,1,100.00%,4.06,4.06,0.00%,100.00%,0.00,0,0,0.00%
pllc online,Paused,paused,Exact match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-05,1,5,20.00%,3.61,3.61,0.00%,80.00%,0.00,0,0,0.00%
pllc online,Paused,paused,Exact match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-06,1,1,100.00%,9.90,9.90,0.00%,100.00%,0.50,0,19.92,49.70%
pllc online,Paused,paused,Exact match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-07,1,2,50.00%,5.41,5.41,0.00%,100.00%,0.50,0,10.88,49.70%
pllc online,Paused,paused,Exact match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-10,1,8,12.50%,6.99,6.99,0.00%,100.00%,0.00,0,0,0.00%
pllc online,Paused,paused,Exact match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-13,1,1,100.00%,3.54,3.54,0.00%,100.00%,0.00,0,0,0.00%
pllc online,Paused,paused,Exact match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-14,1,5,20.00%,3.32,3.32,0.00%,66.67%,0.00,0,0,0.00%
pllc online,Paused,paused,Exact match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-26,1,1,100.00%,9.02,9.02,0.00%,100.00%,1.00,0,9.02,100.00%
pllc online,Paused,paused,Exact match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-31,1,7,14.29%,25.08,25.08,0.00%,100.00%,0.00,0,0,0.00%
pllc online,Paused,paused,Exact match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-05,1,7,14.29%,4.31,4.31,25.00%,100.00%,0.00,0,0,0.00%
pllc nys,Removed,removed,Exact match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-11,1,6,16.67%,4.79,4.79,0.00%,100.00%,0.00,0,0,0.00%
pllc nys,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-11-07,1,2,50.00%,2.11,2.11,50.00%,100.00%,0.00,0,0,0.00%
pllc nys,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-11-25,1,17,5.88%,8.52,8.52,7.14%,57.14%,0.00,0,0,0.00%
pllc nys,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-11-28,1,12,8.33%,5.85,5.85,25.00%,75.00%,0.00,0,0,0.00%
pllc nys,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-12-27,1,2,50.00%,3.90,3.90,100.00%,100.00%,0.00,0,0,0.00%
pllc nys,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-02,1,14,7.14%,2.07,2.07,33.33%,88.89%,0.00,0,0,0.00%
pllc nys,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-06,1,25,4.00%,5.85,5.85,47.37%,63.16%,0.00,0,0,0.00%
start a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-16,1,1,100.00%,6.85,6.85,0.00%,100.00%,0.00,0,0,0.00%
start a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-07,1,1,100.00%,10.69,10.69,0.00%,100.00%,0.00,0,0,0.00%
new york professional llc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-09,1,3,33.33%,9.95,9.95,0.00%,66.67%,0.00,0,0,0.00%
new york professional llc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-28,1,1,100.00%,6.81,6.81,0.00%,100.00%,0.00,0,0,0.00%
new york professional llc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-03,1,3,33.33%,6.57,6.57,0.00%,100.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-14,1,2,50.00%,2.37,2.37,0.00%,50.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-16,1,5,20.00%,10.19,10.19,25.00%,100.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-19,1,5,20.00%,4.76,4.76,0.00%,75.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-21,1,1,100.00%,6.76,6.76,0.00%,0.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-22,1,3,33.33%,5.05,5.05,0.00%,66.67%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-01,1,3,33.33%,14.68,14.68,0.00%,100.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-04,1,1,100.00%,17.89,17.89,0.00%,100.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-08,1,3,33.33%,9.39,9.39,0.00%,100.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-11,1,3,33.33%,6.87,6.87,50.00%,50.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-19,1,1,100.00%,6.18,6.18,0.00%,100.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-01,1,3,33.33%,2.55,2.55,50.00%,100.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-03,1,13,7.69%,9.99,9.99,11.11%,88.89%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-04,1,100,1.00%,12.27,12.27,12.68%,84.51%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-05,1,35,2.86%,2.68,2.68,16.67%,83.33%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-06,1,49,2.04%,5.31,5.31,21.62%,81.08%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-15,1,2,50.00%,12.69,12.69,0.00%,100.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-21,1,1,100.00%,9.58,9.58,100.00%,100.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-10,1,4,25.00%,11.49,11.49,0.00%,100.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-12,1,1,100.00%,13.17,13.17,0.00%,100.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-18,1,2,50.00%,10.84,10.84,0.00%,100.00%,0.00,0,0,0.00%
ny pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-01,1,4,25.00%,4.22,4.22,0.00%,100.00%,0.00,0,0,0.00%
ny pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-21,1,5,20.00%,1.60,1.60,0.00%,50.00%,0.00,0,0,0.00%
ny pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-05,1,12,8.33%,1.09,1.09,28.57%,85.71%,0.00,0,0,0.00%
ny pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-09,1,1,100.00%,6.18,6.18,0.00%,100.00%,0.00,0,0,0.00%
ny pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-10,1,1,100.00%,4.71,4.71,0.00%,100.00%,1.00,0,4.71,100.00%
ny pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-14,1,1,100.00%,1.67,1.67,0.00%,100.00%,0.00,0,0,0.00%
